id	source	target
3083	A1180	B488
3084	A1180	C842
3085	A1180	C857
3086	A1181	B604
3087	A1181	C295
3088	A1182	B222
3089	A1182	C845
3090	A1182	C853
3091	A1183	B237
3092	A1183	C1005
3093	A1184	B436
3094	A1184	C852
3095	A1185	B483
3096	A1185	C188
3097	A1185	C402a
3098	A1186	B493
3099	A1186	C562
3100	A1188	B447
3101	A1188	C1461
3102	A1189	B223
3103	A1189	C1206
3104	A1190	B828
3105	A1190	C1129
3106	A1191	B226
3107	A1191	C601
3108	A1192	B803
3109	A1192	C1162
3110	A1192	C1163
3111	A1192	C1164
3112	A1192	C1166
3113	A1193	B700
3114	A1193	C430
3115	A1194	B600
3116	A1194	C1464
3117	A1195	B446
3118	A1195	C1463
3119	A1196	B713
3120	A1196	C801
3121	A1196	C1290
3122	A1196	C1389
3123	A1197	B706
3124	A1197	C81
3125	A1197	C1003
3126	A1197	C1006
3127	A1198	B672
3128	A1198	C873
3129	A1199	B227
3130	A1199	C1133
3131	A1200	B473
3132	A1200	C525
3133	A1201	B749
3134	A1201	C1157
3135	A1202	B490
3136	A1202	B637
3137	A1202	B791
3138	A1202	C586
3139	A1203	B160
3140	A1203	C885
3141	A1204	B646
3142	A1204	C200
3143	A1204	C202
3144	A1205	B328
3145	A1205	C182
3146	A1205	C200
3147	A1206	B568
3148	A1206	C1131
3149	A1206	C1132
3150	A1206	C1215
3151	A1207	B734
3152	A1207	C378
3153	A1207	C686
3154	A1209	B77
3155	A1209	C1128
3156	A1209	C1198
3157	A1210	B779
3158	A1210	C1183
3159	A1211	B14
3160	A1211	C448
3161	A1212	B2
3162	A1212	B274
3163	A1212	B277
3164	A1212	C22
3165	A1213	B632
3166	A1213	C7
3167	A1214	B461
3168	A1214	C1039
3169	A1215	B618
3170	A1215	C1129
3171	A1216	B235
3172	A1216	C1137
3173	A1217	B16
3174	A1217	C917
3175	A1218	B594
3176	A1218	C1157
3177	A1218	C1160
3178	A1219	B752
3179	A1219	C51
3180	A1219	C53
3181	A1220	B743
3182	A1220	C1129
3183	A1221	B581
3184	A1221	C57
3185	A1222	B354
3186	A1222	C32
3187	A1223	B116
3188	A1223	C792
3189	A1224	B186
3190	A1224	C1129
3191	A1225	B841
3192	A1225	C1129
3193	A1226	B790
3194	A1226	C1117
3195	A1227	B699
3196	A1227	C1209
3197	A1227	C1219
3198	A1228	B665
3199	A1228	C1084
3200	A1228	C1088
3201	A1229	B460
3202	A1229	C378
3203	A1230	B542
3204	A1230	C155
3205	A1231	B428
3206	A1231	C670
3207	A1232	B598
3208	A1232	C163
3209	A1233	B249
3210	A1233	C144
3211	A1234	B800
3212	A1234	C1105
3213	A1235	B473
3214	A1235	C138
3215	A1236	B621
3216	A1236	C388
3217	A1237	B125
3218	A1237	C1116
3219	A1238	B80
3220	A1238	C956
3221	A1238	C976
3222	A1239	B591
3223	A1239	B739
3224	A1239	C1150
3225	A1240	B745
3226	A1240	C246
3227	A1240	C249
3228	A1240	C252
3229	A1240	C254
3230	A1240	C257
3231	A1241	B432
3232	A1241	C423
3233	A1242	B604
3234	A1242	C300
3235	A1243	B210
3236	A1243	C1015
3237	A1243	C1030
3238	A1244	B583
3239	A1244	C1042
3240	A1244	C1385
3241	A1246	B799
3242	A1246	C1138
3243	A1246	C1139
3244	A1247	B496
3245	A1247	C777
3246	A1247	C807
3247	A1248	B586
3248	A1248	C983
3249	A1248	C984
3250	A1248	C1004
3251	A1249	B350
3252	A1249	C543
3253	A1250	B260
3254	A1250	B322
3255	A1250	C1463
3256	A1251	B207
3257	A1251	C1157
3258	A1252	B521
3259	A1252	C1074
3260	A1253	B503
3261	A1253	C378
3262	A1254	B179
3263	A1254	C934
3264	A1255	B799
3265	A1255	C1111
3266	A1256	B552
3267	A1256	C1344
3268	A1256	C1347
3269	A1257	B473
3270	A1257	C124
3271	A1258	B13
3272	A1258	C32
3273	A1259	B743
3274	A1259	C1108
3275	A1259	C1109
3276	A1260	B642
3277	A1260	C1084
3278	A1261	B268
3279	A1261	C114
3280	A1261	C118
3281	A1261a	B376
3282	A1261a	C278
3283	A1262	B421
3284	A1262	C1247
3285	A1263	B419
3286	A1263	C238
3287	A1263	C240
3288	A1264	B416
3289	A1264	C582
3290	A1264	C604
3291	A1264	C643
3292	A1264	C650
3293	A1265	B633
3294	A1265	C938
3295	A1266	B783
3296	A1266	C1084
3297	A1267	B436
3298	A1267	C865
3299	A1268	B790
3300	A1268	C1120
3301	A1269	B812
3302	A1269	C1348
3303	A1270	B484
3304	A1270	C266
3305	A1271	B457
3306	A1271	C1068
3307	A1272	B196
3308	A1272	C1452
3309	A1273	B471
3310	A1273	C1458
3311	A1274	B364
3312	A1274	C878
3313	A1275	B188
3314	A1275	C301
3315	A1275	B231
3316	A1275	C703
3317	A1276	B510
3318	A1276	C1131
3319	A1277	B169
3320	A1277	C905
3321	A1278	B477
3322	A1278	C1463
3323	A1279	B197
3324	A1279	C539
3325	A1280	B155
3326	A1280	C563
3327	A1281	B524
3328	A1281	C1046
3329	A1282	B680
3330	A1282	C905
3331	A1282	C933
3332	A1283	B309
3333	A1283	C22
3334	A1284	B341
3335	A1284	C1084
3336	A1285	B427
3337	A1285	C302
3338	A1286	B761
3339	A1286	C1131
3340	A1286	C1132
3341	A1286	C1215
3342	A1287	B167
3343	A1287	C57
3344	A1288	B197
3345	A1288	C554
3346	A1289	B543
3347	A1289	C57
3348	A1290	B611
3349	A1290	C1423
3350	A1291	B500
3351	A1291	C1313
3352	A1292	B255
3353	A1292	C1282
3354	A1293	B47
3355	A1293	C665
3356	A1294	B380
3357	A1294	C312
3358	A1294	C316
3359	A1294	B793
3360	A1294	C725
3361	A1295	B163
3362	A1295	C31
3363	A1296	B334
3364	A1296	C996
3365	A1297	B424
3366	A1297	C810
3367	A1298	B760
3368	A1298	C905
3369	A1299	B37
3370	A1299	C933
3371	A1300	B605
3372	A1300	C1165
3373	A1301	B309
3374	A1301	C28
3375	A1302	B54
3376	A1302	C1436
3377	A1303	B113
3378	A1303	C251
3379	A1303	C465
3380	A1303	C729
3381	A1304	B158
3382	A1304	C133
3383	A1304	C135
3384	A1305	B427
3385	A1305	C459
3386	A1306	B728
3387	A1306	C905
3388	A1307	B473
3389	A1307	C115
3390	A1308	B416
3391	A1308	C676
3392	A1309	B76
3393	A1309	C1422
3394	A1309	C1426
3395	A1310	B552
3396	A1310	C903
3397	A1311	B393
3398	A1311	C562
3399	A1312	B473
3400	A1312	C88
3401	A1313	B404
3402	A1313	C815
3403	A1314	B252
3404	A1314	C1304
3405	A1315	B816
3406	A1315	C1129
3407	A1316	B76
3408	A1316	C1435
3409	A1317	B480
3410	A1317	C192
3411	A1317	C219
3412	A1318	B4
3413	A1318	C870
3414	A1319	B289
3415	A1319	C1074
3416	A1320	B552
3417	A1320	C1448
3418	A1321	B103
3419	A1321	C1360
3420	A1322	B79
3421	A1322	C1038
3422	A1323	B563
3423	A1323	C207
3424	A1323	C758
3425	A1323	C759
3426	A1323	B663
3427	A1323	C127
3428	A1324	B646
3429	A1324	C226
3430	A1325	B608
3431	A1325	C279
3432	A1326	B480
3433	A1326	C209
3434	A1326	C219
3435	A1327	B155
3436	A1327	C638
3437	A1328	B563
3438	A1328	C139
3439	A1328	C144
3440	A1328	C438
3441	A1329	B566
3442	A1329	C1117
3443	A1330	B219
3444	A1330	C299
3445	A1331	B812
3446	A1331	C1302
3447	A1332	B753
3448	A1332	C313
3449	A1333	B273
3450	A1333	C346
3451	A1333	C352
3452	A1333	C353
3453	A1333	C376
3454	A1334	B191
3455	A1334	C1194
3456	A1335	B618
3457	A1335	C1118
3458	A1336	B671
3459	A1336	C925
3460	A1336	B688
3461	A1336	C159
3462	A1337	B753
3463	A1337	C308
3464	A1338	B473
3465	A1338	C133
3466	A1339	B689
3467	A1339	C448
3468	A1340	B507
3469	A1340	C286
3470	A1341	B671
3471	A1341	C905
3472	A1341	C911
3473	A1341	C921
3474	A1341	B702
3475	A1341	C978
3476	A1341	C986
3477	A1341	C1007
3478	A1342	B797
3479	A1342	C877
3480	A1343	B289
3481	A1343	C1176
3482	A1343	C1178
3483	A1343	C1179
3484	A1343	C1187
3485	A1343	C1193
3486	A1344	B827
3487	A1344	C339
3488	A1345	B454
3489	A1345	C283
3490	A1346	B801
3491	A1346	C1149a
3492	A1347	B483
3493	A1347	C689
3494	A1347	C691
3495	A1348	B712
3496	A1348	C1206
3497	A1349	B332
3498	A1349	C1118
3499	A1349	C1121
3500	A1349	C1125
3501	A1350	B438
3502	A1350	C1327
3503	A1351	B203
3504	A1351	C488
3505	A1351	C576
3506	A1351	B501
3507	A1351	C72
3508	A1351	C87
3509	A1351	C264
3510	A1351	C272
3511	A1351	B512
3512	A1351	C72
3513	A1351	C87
3514	A1351	C260
3515	A1351	C264
3516	A1351	C272
3517	A1351	C424
3518	A1351	C445
3519	A1351	C469
3520	A1351	C488
3521	A1351	C493
3522	A1351	C494
3523	A1351	C711
3524	A1352	B203
3525	A1352	B501
3526	A1352	B512
3527	A1353	B512
3528	A1353	C517
3529	A1353	C541
3530	A1353	C547
3531	A1353	C597
3532	A1354	B475
3533	A1354	C108
3534	A1354	C114
3535	A1355	B690
3536	A1355	C952
3537	A1356	B603
3538	A1356	C1241
3539	A1356	C1245
3540	A1357	B160
3541	A1357	C880
3542	A1357	C889
3543	A1358	B496
3544	A1358	C807
3545	A1359	B488
3546	A1359	C853
3547	A1359	C861
3548	A1359	C864
3549	A1359	C870
3550	A1360	B196
3551	A1360	C1446
3552	A1361	B695
3553	A1361	C1147
3554	A1362	B265
3555	A1362	B393
3556	A1362	C562
3557	A1362	C563
3558	A1363	B98
3559	A1363	C427
3560	A1364	B728
3561	A1364	C905
3562	A1365	B236
3563	A1365	C94
3564	A1365	C381
3565	A1365	C385
3566	A1365	C409
3567	A1366	B610
3568	A1366	C1157
3569	A1367	B642
3570	A1367	C1108
3571	A1367	C1112
3572	A1368	B821
3573	A1368	C99
3574	A1368	C389
3575	A1368	C404
3576	A1369	B179
3577	A1369	C934
3578	A1370	B177
3579	A1370	C814
3580	A1371	B524
3581	A1371	C1444
3582	A1372	B57
3583	A1372	C660
3584	A1373	B475
3585	A1373	C836
3586	A1373	B777
3587	A1373	C869
3588	A1374	B470
3589	A1374	C529
3590	A1374	B473
3591	A1374	C553
3592	A1375	B503
3593	A1375	C757
3594	A1376	B109
3595	A1376	C441
3596	A1377	B85
3597	A1377	C1288
3598	A1378	B93
3599	A1378	C1187
3600	A1379	B111
3601	A1379	C124
3602	A1379	C140
3603	A1379	C151
3604	A1379	C152
3605	A1379	C157
3606	A1379	C158
3607	A1379	C161
3608	A1379	C166
3609	A1380	B111
3610	A1380	C436
3611	A1380	C437
3612	A1381	B297
3613	A1381	C840
3614	A1382	B297
3615	A1382	C840
3616	A1383	B125
3617	A1383	C1131
3618	A1384	B515
3619	A1384	C1454
3620	A1385	B730
3621	A1385	C1084
3622	A1386	B823
3623	A1386	C506
3624	A1386	C815
3625	A1387	B651
3626	A1387	C1029
3627	A1388	B460
3628	A1388	C74
3629	A1389	B716
3630	A1389	C209
3631	A1389a	B319a
3632	A1389a	C1084
3633	A1390	B417
3634	A1390	C871
3635	A1391	B209
3636	A1391	C378
3637	A1391	C382
3638	A1391	C390
3639	A1391	C400
3640	A1391	C412
3641	A1392	B757
3642	A1392	C1145
3643	A1393	B254
3644	A1393	C1048
3645	A1394	B158
3646	A1394	C133
3647	A1394	C135
3648	A1395	B551
3649	A1395	C7
3650	A1396	B374
3651	A1396	C354
3652	A1397	B397
3653	A1397	C453
3654	A1397	C729
3655	A1397	C738
3656	A1398	B849
3657	A1398	C1241
3658	A1398	C1245
3659	A1399	B182
3660	A1399	C688
3661	A1400	B696
3662	A1400	C124
3663	A1400	C186
3664	A1400	C388
3665	A1400	C391
3666	A1401	B112
3667	A1401	C1168
3668	A1402	B8
3669	A1402	C353
3670	A1402	C362
3671	A1403	B473
3672	A1403	C117
3673	A1404	B540
3674	A1404	C1096
3675	A1405	B377
3676	A1405	C1457
3677	A1406	B596
3678	A1406	C199
3679	A1406	C208
3680	A1407	B336
3681	A1407	C707
3682	A1407	C716
3683	A1408	B476
3684	A1408	C1234
3685	A1408	B684
3686	A1408	C1230
3687	A1408	C1232
3688	A1408	C1233
3689	A1408	C1234
3690	A1408	C1235
3691	A1408	C1237
3692	A1408	C1239
3693	A1408	C1240
3694	A1408	C1242
3695	A1408	C1245
3696	A1409	B452
3697	A1409	C1095
3698	A1410	B346
3699	A1410	C448
3700	A1410	C452
3701	A1410	C726
3702	A1410	C730
3703	A1410	C733
3704	A1411	B672
3705	A1411	C877
3706	A1412	B473
3707	A1412	C134
3708	A1413	B186
3709	A1413	C1117
3710	A1414	B731
3711	A1414	C1212
3712	A1415	B321
3713	A1415	C600
3714	A1416	B136
3715	A1416	C1074
3716	A1416	C1126
3717	A1418	B581
3718	A1418	C45
3719	A1419	B475
3720	A1419	C844
3721	A1419	C857
3722	A1420	B436
3723	A1420	C856
3724	A1420	C865
3725	A1421	B737
3726	A1421	C507
3727	A1421	C513
3728	A1422	B776
3729	A1422	C926
3730	A1423	B631
3731	A1423	C902
3732	A1424	B484
3733	A1424	C178
3734	A1424	C405
3735	A1425	B104
3736	A1425	C1394
3737	A1425a	B133
3738	A1425a	C1149a
3739	A1426	B436
3740	A1426	C863
3741	A1426	B475
3742	A1426	C836
3743	A1426	C841
3744	A1426	C854
3745	A1427	B783
3746	A1427	C883
3747	A1428	B160
3748	A1428	C325
3749	A1429	B20
3750	A1429	C143
3751	A1429	C908
3752	A1430	B141
3753	A1430	C1463
3754	A1431	B830
3755	A1431	C565
3756	A1431a	B492
3757	A1431a	C291
3758	A1432	B352
3759	A1432	C779
3760	A1433	B172
3761	A1433	C627
3762	A1434	B475
3763	A1434	C734
3764	A1435	B136
3765	A1435	C1190
3766	A1435	C1192
3767	A1435	C1193
3768	A1436	B510
3769	A1436	C838
3770	A1437	B634
3771	A1437	C996
3772	A1438	B61
3773	A1438	C969
3774	A1439	B94
3775	A1439	C1319
3776	A1440	B304
3777	A1440	C429
3778	A1440	B727
3779	A1440	C429
3780	A1440	B814
3781	A1440	C429
3782	A1440	C430
3783	A1441	B150
3784	A1441	C1226
3785	A1442	B500
3786	A1442	C995
3787	A1442	C997
3788	A1442	C1342
3789	A1443	B436
3790	A1443	C864
3791	A1444	B234
3792	A1444	C1400
3793	A1445	B800
3794	A1445	C1145
3795	A1446	B746
3796	A1446	C1145
3797	A1447	B333
3798	A1447	C1147
3799	A1447	C1152
3800	A1448	B615
3801	A1448	C323
3802	A1449	B730
3803	A1449	C1084
3804	A1450	B28
3805	A1450	C788
3806	A1450	C798
3807	A1450	C801
3808	A1450	C802
3809	A1451	B130
3810	A1451	C1072
3811	A1452	B787
3812	A1452	C1455
3813	A1453	B444
3814	A1453	C23
3815	A1454	B452
3816	A1454	C785
3817	A1454	C1109
3818	A1454	C1260
3819	A1455	B326
3820	A1455	C1451
3821	A1455	C1452
3822	A1455	C1453
3823	A1456	B782
3824	A1456	C1464
3825	A1457	B377
3826	A1457	C1457
3827	A1458	B202
3828	A1458	C1084
3829	A1459	B545
3830	A1459	C933
3831	A1460	B224
3832	A1460	C118
3833	A1460	B663
3834	A1460	C126
3835	A1461	B782
3836	A1461	C88
3837	A1462	B441
3838	A1462	C1115
3839	A1463	B186
3840	A1463	C1108
3841	A1463	C1111
3842	A1464	B309
3843	A1464	C39
3844	A1465	B288
3845	A1465	B599
3846	A1465	C1457
3847	A1466	B457
3848	A1466	C341
3849	A1467	B145
3850	A1467	C118
3851	A1467	C386
3852	A1467	C767
3853	A1468	B284
3854	A1468	C1430
3855	A1469	B451
3856	A1469	C1185
3857	A1470	B430
3858	A1470	C933
3859	A1471	B565
3860	A1471	C1360
3861	A1472	B840
3862	A1472	C1175
3863	A1473	B396
3864	A1473	C771
3865	A1474	B605
3866	A1474	C1166
3867	A1474	C1167
3868	A1474	C1171
3869	A1475	B186
3870	A1475	C1120
3871	A1476	B565
3872	A1476	C1359
3873	A1477	B634
3874	A1477	C956
3875	A1477	C976
3876	A1478	B179
3877	A1478	B760
3878	A1478	C934
3879	A1479	B562
3880	A1479	C344
3881	A1479	C350
3882	A1480	B176
3883	A1480	C966
3884	A1481	B196
3885	A1481	C1453
3886	A1482	B653
3887	A1482	C53
3888	A1483	B726
3889	A1483	C219
3890	A1484	B841
3891	A1484	C1121
3892	A1485	B741
3893	A1485	C1438
3894	A1486	B153
3895	A1486	C102
3896	A1486	C106
3897	A1487	B433
3898	A1487	C123
3899	A1487	C579
3900	A1488	B300
3901	A1488	C1177
3902	A1489	B47
3903	A1489	C485
3904	A1489	C514
3905	A1489	B582
3906	A1489	C486
3907	A1490	B732
3908	A1490	C32
3909	A1491	B695
3910	A1491	C1146
3911	A1491	C1147
3912	A1492	B575
3913	A1492	C729
3914	A1493	B552
3915	A1493	C903
3916	A1494	B695
3917	A1494	C1111
3918	A1494	C1146
3919	A1495	B196
3920	A1495	C1446
3921	A1496	B442
3922	A1496	C1117
3923	A1496	C1138
3924	A1497	B173
3925	A1497	C591
3926	A1498	B305
3927	A1498	C22
3928	A1499	B381
3929	A1499	C1158
3930	A1499	C1165
3931	A1500	B279
3932	A1500	C1356
3933	A1501	B55
3934	A1501	C911
3935	A1502	B442
3936	A1502	C1119
3937	A1503	B187
3938	A1503	C1121
3939	A1503	C1122
3940	A1504	B55
3941	A1504	C911
3942	A1505	B403
3943	A1505	C22
3944	A1506	B163
3945	A1506	C28
3946	A1507	B247
3947	A1507	C1307
3948	A1507	C1312
3949	A1507	C1322
3950	A1507	C1323
3951	A1508	B824
3952	A1508	C309
3953	A1509	B107
3954	A1509	C1399
3955	A1509	C1400
3956	A1510	B23
3957	A1510	C344
3958	A1510	C366
3959	A1510	C448
3960	A1511	B217
3961	A1511	C1079
3962	A1511	C1080
3963	A1512	B377
3964	A1512	C1457
3965	A1513	B302
3966	A1513	C793
3967	A1514	B10
3968	A1514	C639
3969	A1515	B158
3970	A1515	C133
3971	A1515	C135
3972	A1516	B100
3973	A1516	C1043
3974	A1517	B454
3975	A1517	C286
3976	A1518	B530
3977	A1518	C13
3978	A1519	B731
3979	A1519	C1083
3980	A1520	B615
3981	A1520	C322
3982	A1521	B140
3983	A1521	C69
3984	A1521	C926
3985	A1522	B441
3986	A1522	C1110
3987	A1523	B812
3988	A1523	C1414
3989	A1524	B762
3990	A1524	C934
3991	A1525	B515
3992	A1525	C1446
3993	A1526	B496
3994	A1526	C804
3995	A1526	C808
3996	A1527	B211
3997	A1527	C1158
3998	A1528	B488
3999	A1528	C885
4000	A1528	C886
4001	A1529	B126
4002	A1529	C1328
4003	A1530	B492
4004	A1530	C1275
4005	A1531	B666
4006	A1531	C36
4007	A1532	B665
4008	A1532	C1088
4009	A1533	B492
4010	A1533	C296
4011	A1534	B290
4012	A1534	C1117
4013	A1535	B362
4014	A1535	C634
4015	A1536	B504
4016	A1536	C963
4017	A1536	C976
4018	A1536	C989
4019	A1537	B600
4020	A1537	C1420
4021	A1538	B847
4022	A1538	C805
4023	A1539	B27
4024	A1539	C1044a
4025	A1540	B297
4026	A1540	C862
4027	A1541	B363
4028	A1541	C918
4029	A1541	C921
4030	A1541a	B766
4031	A1541a	C1431
4032	A1542	B83
4033	A1542	C1172
4034	A1543	B521
4035	A1543	C1319
4036	A1544	B496
4037	A1544	C882
4038	A1545	B35
4039	A1545	C530
4040	A1545	B473
4041	A1545	C527
4042	A1545	C641
4043	A1546	B394
4044	A1546	C1370
4045	A1547	B207
4046	A1547	C1186
4047	A1548	B596
4048	A1548	C192
4049	A1549	B801
4050	A1549	C1149a
4051	A1551	B149
4052	A1551	B760
4053	A1551	C945
4054	A1551	C946
4055	A1552	B284
4056	A1552	C1431
4057	A1553	B376
4058	A1553	C1259
4059	A1554	B377
4060	A1554	C1457
4061	A1555	B699
4062	A1555	C1209
4063	A1555	C1219
4064	A1556	B302
4065	A1556	C1391
4066	A1557	B252
4067	A1557	C446
4068	A1557	C481
4069	A1557	C488
4070	A1557	C701
4071	A1557	C702
4072	A1558	B737
4073	A1558	C753
4074	A1559	B563
4075	A1559	C457
4076	A1559	C770
4077	A1560	B396
4078	A1560	C185
4079	A1561	B745
4080	A1561	C253
4081	A1561	C255
4082	A1562	B620
4083	A1562	C515
4084	A1562	C1325
4085	A1563	B618
4086	A1563	C1158
4087	A1564	B352
4088	A1564	C1257
4089	A1565	B830
4090	A1565	C419
4091	A1565	C632
4092	A1566	B594
4093	A1566	C1192
4094	A1567	B585
4095	A1567	C1462
4096	A1568	B614
4097	A1568	C357
4098	A1568	C358
4099	A1568	C360
4100	A1569	B743
4101	A1569	C1183
4102	A1569	C1187
4103	A1570	B505
4104	A1570	C1066
4105	A1570	C1067
4106	A1571	B589
4107	A1571	C702
4108	A1571	C977
4109	A1571	B649
4110	A1571	C977
4111	A1572	B734
4112	A1572	C394
4113	A1573	B205
4114	A1573	C205
4115	A1574	B516
4116	A1574	C753
4117	A1574	B711
4118	A1574	C638
4119	A1575	B799
4120	A1575	C1111
4121	A1576	B731
4122	A1576	C1336
4123	A1577	B122
4124	A1577	C348
4125	A1578	B588
4126	A1578	C1283
4127	A1579	B620
4128	A1579	C543
4129	A1579	C549
4130	A1580	B317
4131	A1580	C753
4132	A1581	B225
4133	A1581	C436
4134	A1581	C437
4135	A1582	B546
4136	A1582	C1248
4137	A1583	B95
4138	A1583	C1114
4139	A1583	C1115
4140	A1583	C1119
4141	A1583	C1126
4142	A1584	B745
4143	A1584	C740
4144	A1584	C741
4145	A1584	C742
4146	A1585	B310
4147	A1585	C740
4148	A1586	B470
4149	A1586	C528
4150	A1587	B47
4151	A1587	C527
4152	A1587	C665
4153	A1588	B46
4154	A1588	C67
4155	A1589	B174a
4156	A1589	B439
4157	A1589	C629
4158	A1589	B183
4159	A1589	C629
4160	A1589	B741
4161	A1589	C627
4162	A1590	B42
4163	A1590	C1354
4164	A1591	B370
4165	A1591	C1145
4166	A1592	B273
4167	A1592	C766
4168	A1593	B427
4169	A1593	C422
4170	A1593	C425
4171	A1594	B623
4172	A1594	C347
4173	A1594	C355
4174	A1594	C357
4175	A1595	B186
4176	A1595	C1117
4177	A1595	C1212
4178	A1596	B31
4179	A1596	C677
4180	A1597	B456
4181	A1597	C65
4182	A1597	C69
4183	A1598	B197
4184	A1598	C769
4185	A1599	B743
4186	A1599	C1120
4187	A1600	B173
4188	A1600	C575
4189	A1601	B179
4190	A1601	C949
4191	A1601	B279
4192	A1601	C937
4193	A1601	B309
4194	A1601	C40
4195	A1601	B634
4196	A1601	C982
4197	A1601	C995
4198	A1601	B760
4199	A1601	C995
4200	A1601	B762
4201	A1601	C934
4202	A1602	B504
4203	A1602	C980
4204	A1602	C981
4205	A1603	B302
4206	A1603	C784
4207	A1603	C797
4208	A1603	C808
4209	A1603	B496
4210	A1603	C804
4211	A1604	B645
4212	A1604	C528
4213	A1604	C558
4214	A1605	B5
4215	A1605	C1452
4216	A1605	C1453
4217	A1606	B284
4218	A1606	C1424
4219	A1606	C1425
4220	A1606	C1436
4221	A1607	B648
4222	A1607	C971
4223	A1608	B423
4224	A1608	C652
4225	A1609	B264
4226	A1609	C568
4227	A1609	C569
4228	A1610	B475
4229	A1610	C114
4230	A1611	B325
4231	A1611	C1108
4232	A1612	B635
4233	A1612	C1117
4234	A1612a	B529
4235	A1612a	C45
4236	A1613	B195
4237	A1613	C586
4238	A1614	B760
4239	A1614	C905
4240	A1614	C933
4241	A1615	B427
4242	A1615	C427
4243	A1616	B748
4244	A1616	C823
4245	A1616	C971
4246	A1617	B197
4247	A1617	C548
4248	A1618	B139
4249	A1618	C512
4250	A1619	B124
4251	A1619	C777
4252	A1620	B474
4253	A1620	C747
4254	A1621	B158
4255	A1621	C133
4256	A1621	C135
4257	A1622	B35
4258	A1622	C645
4259	A1622	C648
4260	A1623	B815
4261	A1623	C499
4262	A1623	C696
4263	A1623	C698
4264	A1624	B743
4265	A1624	C1117
4266	A1625	B688
4267	A1625	C152
4268	A1626	B782
4269	A1626	C473
4270	A1627	B726
4271	A1627	C181
4272	A1627	C213
4273	A1628	B565
4274	A1628	C1360
4275	A1629	B772
4276	A1629	C1096
4277	A1630	B640
4278	A1630	C1131
4279	A1631	B783
4280	A1631	C1245
4281	A1631	C1301
4282	A1632	B670
4283	A1632	C176
4284	A1633	B444
4285	A1633	B632
4286	A1633	B683
4287	A1633	C7
4288	A1634	B479
4289	A1634	C412
4290	A1635	B717
4291	A1635	C22
4292	A1636	B824
4293	A1636	C317
4294	A1637	B393
4295	A1637	B785
4296	A1637	C562
4297	A1638	B836
4298	A1638	C946
4299	A1639	B214
4300	A1639	C577
4301	A1640	B452
4302	A1640	C1147
4303	A1641	B699
4304	A1641	C1209
4305	A1642	B576
4306	A1642	C1117
4307	A1643	B336
4308	A1643	C830
4309	A1644	B169
4310	A1644	C713
4311	A1645	B483
4312	A1645	C184
4313	A1646	B247
4314	A1646	C1315
4315	A1647	B13
4316	A1647	C32
4317	A1648	B439
4318	A1648	C629
4319	A1649	B712
4320	A1649	C1206
4321	A1650	B245
4322	A1650	C749
4323	A1651	B133
4324	A1651	C1120
4325	A1652	B35
4326	A1652	C639
4327	A1653	B496
4328	A1653	C891
4329	A1654	B690
4330	A1654	C1384
4331	A1655	B263
4332	A1655	C562
4333	A1656	B379
4334	A1656	C784
4335	A1657	B511
4336	A1657	C28
4337	A1658	B415
4338	A1658	C1050
4339	A1658	C1053
4340	A1658	C1056
4341	A1659	B326
4342	A1659	C1450
4343	A1660	B33
4344	A1660	C1140
4345	A1661	B40
4346	A1661	B82
4347	A1661	B467
4348	A1661	B822
4349	A1661	C562
4350	A1661	C563
4351	A1662	B8
4352	A1662	C259
4353	A1662	C268
4354	A1663	B308
4355	A1663	C926
4356	A1664	B682
4357	A1664	C48
4358	A1665	B339
4359	A1665	C276
4360	A1665	C331
4361	A1666	B284
4362	A1666	C1431
4363	A1667	B816
4364	A1667	C1120
4365	A1668	B36
4366	A1668	C385
4367	A1668	B276
4368	A1668	C292
4369	A1668	B396
4370	A1668	C413
4371	A1669	B36
4372	A1669	C363
4373	A1670	B742
4374	A1670	C562
4375	A1670	C563
4376	A1671	B298
4377	A1671	C850
4378	A1672	B189
4379	A1672	C52
4380	A1673	B112
4381	A1673	C1176
4382	A1673	C1178
4383	A1674	B506
4384	A1674	C957
4385	A1674	C1037
4386	A1675	B8
4387	A1675	C353
4388	A1676	B377
4389	A1676	B599
4390	A1676	C1457
4391	A1677	B496
4392	A1677	C807
4393	A1678	B376
4394	A1678	C791
4395	A1678	C930
4396	A1679	B617
4397	A1679	C800
4398	A1679	C803
4399	A1680	B699
4400	A1680	C1117
4401	A1681	B663
4402	A1681	C778
4403	A1682	B236
4404	A1682	C586
4405	A1683	B408
4406	A1683	C800
4407	A1684	B646
4408	A1684	C217
4409	A1685	B330
4410	A1685	C246
4411	A1685	C248
4412	A1685	C332
4413	A1686	B9
4414	A1686	C356
4415	A1687	B9
4416	A1687	C358
4417	A1688	B93
4418	A1688	C1117
4419	A1689	B646
4420	A1689	C179
4421	A1690	B117
4422	A1690	C873
4423	A1690	C875
4424	A1690	C876
4425	A1691	B565
4426	A1691	C1365
4427	A1692	B205
4428	A1692	C342
4429	A1693	B297
4430	A1693	C861
4431	A1693	C864
4432	A1694	B836
4433	A1694	C950
4434	A1694	C951
4435	A1695	B588
4436	A1695	C1283
4437	A1696	B63
4438	A1696	C1127
4439	A1696	C1129
4440	A1696	C1209
4441	A1697	B517
4442	A1697	C536
4443	A1697	C542
4444	A1697	C546
4445	A1698	B261
4446	A1698	C673
4447	A1698	C699
4448	A1699	B479
4449	A1699	C1376
4450	A1700	B73
4451	A1700	C51
