id	source	target
1624	A614	B97
1625	A614	C89
1626	A614	C91
1627	A615	B197
1628	A615	C543
1629	A616	B580a
1630	A616	C877
1631	A616	C900
1632	A617	B197
1633	A617	C527
1634	A618	B843
1635	A618	C682
1636	A618	C694
1637	A619	B508
1638	A619	C1407
1639	A620	B606
1640	A620	C875
1641	A621	B197
1642	A621	C541
1643	A622	B784
1644	A622	C1105a
1645	A623	B99
1646	A623	C414
1647	A624	B663
1648	A624	C503
1649	A625	B563
1650	A625	C260
1651	A625	C261
1652	A625	C267
1653	A626	B252
1654	A626	C660
1655	A626	C666
1656	A627	B602
1657	A627	C328
1658	A628	B696
1659	A628	C364
1660	A628	C471
1661	A629	B348
1662	A629	C479
1663	A629	C510
1664	A629	C516
1665	A630	B31
1666	A630	C660
1667	A631	B68
1668	A631	C1294
1669	A631	B843
1670	A631	C698
1671	A632	B135
1672	A632	C1376
1673	A632	C1378
1674	A633	B204
1675	A633	C1052
1676	A633	C1056
1677	A633	C1069
1678	A633	C1070
1679	A633	C1071
1680	A634	B361
1681	A634	C1457
1682	A635	B179
1683	A635	C933
1684	A636	B494
1685	A636	C192
1686	A636	C219
1687	A636	C222
1688	A636	C231
1689	A637	B355
1690	A637	C660
1691	A637	C667
1692	A638	B475
1693	A638	C93
1694	A638	C905
1695	A639	B318
1696	A639	C998
1697	A640	B197
1698	A640	C554
1699	A641	B126
1700	A641	C1359
1701	A642	B253
1702	A642	C784
1703	A643	B334
1704	A643	C1285
1705	A644	B433
1706	A644	C490
1707	A644	C492
1708	A645	B379
1709	A645	C627
1710	A646	B663
1711	A646	C170
1712	A647	B451
1713	A647	C1159
1714	A648	B479
1715	A648	C412
1716	A648	B663
1717	A648	C96
1718	A648	C99
1719	A648	C131
1720	A648	C142
1721	A649	B179
1722	A649	B569
1723	A649	C939
1724	A650	B357
1725	A650	C933
1726	A651	B44
1727	A651	C621
1728	A652	B358
1729	A652	C809
1730	A652	C822
1731	A653	B812
1732	A653	C1299
1733	A654	B812
1734	A654	C1417
1735	A655	B418
1736	A655	C1464
1737	A656	B661
1738	A656	C1303
1739	A657	B733
1740	A657	C259
1741	A658	B47
1742	A658	C1020
1743	A659	B323
1744	A659	C933
1745	A660	B284
1746	A660	C1428
1747	A661	B197
1748	A661	C482
1749	A662	B303
1750	A662	C1177
1751	A663	B491
1752	A663	B645
1753	A663	C660
1754	A664	B179
1755	A664	C933
1756	A665	B673
1757	A665	C774
1758	A666	B473
1759	A666	C153
1760	A667	B269
1761	A667	C144
1762	A667	C148
1763	A668	B180
1764	A668	C1177
1765	A669	B487
1766	A669	C657
1767	A669	C658
1768	A670	B563
1769	A670	C771
1770	A671	B552
1771	A671	C1351
1772	A672	B552
1773	A672	C1204
1774	A673	B280
1775	A673	C955
1776	A674	B1
1777	A674	C8
1778	A675	B368
1779	A675	C1173
1780	A676	B802
1781	A676	C1151
1782	A676	C1210
1783	A677	B267
1784	A677	C8
1785	A678	B683
1786	A678	C2
1787	A678	C3
1788	A678	C4
1789	A679	B396
1790	A679	C361
1791	A680	B115
1792	A680	C342
1793	A681	B26
1794	A681	C426
1795	A682	B456
1796	A682	C164
1797	A683	B743
1798	A683	C1117
1799	A684	B677
1800	A684	C566
1801	A685	B558
1802	A685	C575
1803	A685	C581
1804	A686	B491
1805	A686	C660
1806	A687	B629
1807	A687	C326
1808	A688	B734
1809	A688	C1464
1810	A689	B299
1811	A689	C1157
1812	A690	B695
1813	A690	C1144
1814	A691	B565
1815	A691	C1357
1816	A691	C1360
1817	A692	B596
1818	A692	C145
1819	A692	C178
1820	A692	C226
1821	A692	C448
1822	A693	B352
1823	A693	C778
1824	A694	B701
1825	A694	C1155
1826	A695	B783
1827	A695	C1097
1828	A696	B470
1829	A696	C226
1830	A696	C451
1831	A696	C452
1832	A697	B835
1833	A697	C1201
1834	A698	B232
1835	A698	C94
1836	A698	C99
1837	A699	B232
1838	A699	C378
1839	A699	C385
1840	A699	C389
1841	A700	B702
1842	A700	C653
1843	A701	B232
1844	A701	C95
1845	A701	C101
1846	A701	C112
1847	A701	C113
1848	A702	B497
1849	A702	C422
1850	A702	C425
1851	A703	B631
1852	A703	C1207
1853	A704	B303
1854	A704	C1117
1855	A705	B24
1856	A705	C1023
1857	A706	B437
1858	A706	C94
1859	A707	B126
1860	A707	C383
1861	A707	C1308
1862	A707	C1329
1863	A708	B239
1864	A708	C1268
1865	A709	B518
1866	A709	C1148
1867	A709	C1149
1868	A710	B615
1869	A710	C1008
1870	A710	C1009
1871	A710	C1013
1872	A711	B173
1873	A711	C70
1874	A712	B632
1875	A712	C7
1876	A713	B735
1877	A713	C1337
1878	A714	B434
1879	A714	C438
1880	A714	C441
1881	A715	B231
1882	A715	C260
1883	A716	B230
1884	A716	C1047
1885	A717	B825
1886	A717	C1460
1887	A719	B8
1888	A719	C259
1889	A719	C263
1890	A719	C269
1891	A720	B227
1892	A720	C1134
1893	A721	B508
1894	A721	C1403
1895	A722	B692
1896	A722	C267
1897	A723	B835
1898	A723	C1201
1899	A724	B699
1900	A724	C1209
1901	A725	B478
1902	A725	C1145
1903	A726	B188
1904	A726	C301
1905	A727	B431
1906	A727	C23
1907	A728	B246
1908	A728	C627
1909	A729	B552
1910	A729	C1205
1911	A730	B808
1912	A730	C1453
1913	A731	B834
1914	A731	C1150
1915	A731	C1157
1916	A732	B157
1917	A732	C1145
1918	A733	B841
1919	A733	C1122
1920	A734	B179
1921	A734	C945
1922	A735	B802
1923	A735	C1108
1924	A736	B442
1925	A736	C1220
1926	A737	B272
1927	A737	C1325
1928	A738	B6
1929	A738	C404
1930	A738	C412
1931	A739	B249
1932	A739	C438
1933	A739	C441
1934	A740	B580
1935	A740	C919
1936	A741	B596
1937	A741	C216
1938	A742	B128
1939	A742	C982
1940	A742	C995
1941	A743	B402
1942	A743	C118
1943	A744	B553
1944	A744	C1359
1945	A745	B740
1946	A745	C950
1947	A745	C951
1948	A746	B311
1949	A746	C1157
1950	A747	B808
1951	A747	C1454
1952	A748	B433
1953	A748	C352
1954	A748	C426
1955	A748	C575
1956	A748	C581
1957	A749	B297
1958	A749	C855
1959	A749	C859
1960	A750	B29
1961	A750	C1442
1962	A750	C1443
1963	A751	B826
1964	A751	C1097
1965	A752	B563
1966	A752	C393
1967	A753	B841
1968	A753	C1120
1969	A753	C1126
1970	A754	B543
1971	A754	C57
1972	A755	B646
1973	A755	C197
1974	A756	B197
1975	A756	C554
1976	A757	B425
1977	A757	C1288
1978	A758	B270
1979	A758	C923
1980	A759	B819
1981	A759	C1314
1982	A760	B770
1983	A760	C1297
1984	A760	C1305
1985	A761	B257
1986	A761	C702
1987	A761	C711
1988	A761	C712
1989	A762	B428
1990	A762	C670
1991	A762a	B527
1992	A762a	C1457
1993	A763	B414
1994	A763	C61
1995	A763	C64
1996	A764	B567
1997	A764	C1056
1998	A764	C1069
1999	A764	C1070
2000	A765	B361
2001	A765	C1457
2002	A766	B829
2003	A766	C1365
2004	A767	B436
2005	A767	C844
2006	A767	C857
2007	A768	B816
2008	A768	C1129
2009	A769	B47
2010	A769	C671
2011	A770	B476
2012	A770	C750
2013	A771	B486
2014	A771	C1183
2015	A771	C1188
2016	A772	B701
2017	A772	C1393
2018	A773	B314
2019	A773	C772
2020	A773	C773
2021	A773	C884
2022	A774	B278
2023	A774	C1300
2024	A774	C1349
2025	A774	C1383
2026	A774	C1384
2027	A775	B173
2028	A775	C574
2029	A776	B751
2030	A776	C144
2031	A776	C148
2032	A776	C421
2033	A777	B241
2034	A777	C1373
2035	A777	C1378
2036	A778	B590
2037	A778	C933
2038	A779	B612
2039	A779	C1173
2040	A780	B811
2041	A780	C1457
2042	A781	B257
2043	A781	C702
2044	A781	C711
2045	A781	C712
2046	A782	B828
2047	A782	C1123
2048	A783	B618
2049	A783	C1119
2050	A784	B397
2051	A784	C258
2052	A784	C684
2053	A784	C726
2054	A784	C730
2055	A784	C737
2056	A785	B192
2057	A785	C1117
2058	A786	B35
2059	A786	C639
2060	A787	B112
2061	A787	C1247
2062	A788	B812
2063	A788	C1405
2064	A789	B400
2065	A789	C1206
2066	A789	C1207
2067	A790	B479
2068	A790	C995
2069	A791	B480
2070	A791	C764
2071	A792	B201
2072	A792	C430
2073	A793	B508
2074	A793	C1402
2075	A794	B406
2076	A794	B444
2077	A794	C20
2078	A795	B598
2079	A795	C380
2080	A795	C384
2081	A796	B18
2082	A796	C1154
2083	A797	B603
2084	A797	C1237
2085	A797	C1242
2086	A798	B93
2087	A798	C1173
2088	A799	B309
2089	A799	C45
2090	A800	B587
2091	A800	C1177
2092	A801	B433
2093	A801	C1267
2094	A802	B683
2095	A802	C2
2096	A803	B728
2097	A803	C905
2098	A804	B728
2099	A804	C905
2100	A805	B332
2101	A805	C1121
2102	A805	C1123
2103	A806	B801
2104	A806	C1118
2105	A806	C1119
2106	A807	B350
2107	A807	C543
2108	A807	C1437
2109	A807	C1438
2110	A807	B372
2111	A807	C1314
2112	A808	B752
2113	A808	C57
2114	A809	B501
2115	A809	B512
2116	A809	C72
2117	A809	C87
2118	A810	B756
2119	A810	C952
2120	A811	B508
2121	A811	C1410
2122	A812	B718
2123	A812	C1247
2124	A813	B475
2125	A813	C108
2126	A813	C114150
2127	A814	B248
2128	A814	C1084
2129	A815	B776
2130	A815	C905
2131	A816	B81
2132	A816	C1020
2133	A816	B159
2134	A816	C1021
2135	A817	B735
2136	A817	C1356
2137	A818	B8
2138	A818	C369
2139	A819	B557
2140	A819	C1157
2141	A819	C1289
2142	A819	B782
2143	A819	C796a
2144	A819	B788
2145	A819	C1150
2146	A820	B473
2147	A820	C171
2148	A820	C176
2149	A821	B186
2150	A821	C1131
2151	A822	B848
2152	A822	C1096
2153	A823	B603
2154	A823	C1229
2155	A823	C1246
2156	A824	B179
2157	A824	C933
2158	A825	B273
2159	A825	C705
2160	A826	B836
2161	A826	C944
2162	A826	C952
2163	A826	C954
2164	A826	C1356
2165	A827	B150
2166	A827	C1226
2167	A828	B699
2168	A828	C1209
2169	A829	B503
2170	A829	C764
2171	A830	B258
2172	A830	C1056
2173	A831	B634
2174	A831	C1254
2175	A832	B561
2176	A832	C191
2177	A832	B726
2178	A832	C187
2179	A833	B266
2180	A833	C709
2181	A834	B605
2182	A834	C1166
2183	A834	C1167
2184	A834	C1171
2185	A835	B42
2186	A835	C802
2187	A836	B282
2188	A836	C57
2189	A837	B452
2190	A837	C1118
2191	A837	C1149a
2192	A838	B179
2193	A838	C935
2194	A839	B158
2195	A839	C133
2196	A839	C135
2197	A840	B701
2198	A840	C1412
2199	A841	B540
2200	A841	C1086
2201	A842	B509
2202	A842	C118
2203	A842	C141
2204	A843	B777
2205	A843	C612
2206	A844	B653
2207	A844	C45
2208	A845	B286
2209	A845	C1129
2210	A846	B564
2211	A846	C1337
2212	A847	B4
2213	A847	C870
2214	A848	B510
2215	A848	C1228
2216	A849	B479
2217	A849	C1386
2218	A850	B50
2219	A850	C412
2220	A851	B235
2221	A851	C1413
2222	A852	B127
2223	A852	C836
2224	A852	C869
2225	A853	B35
2226	A853	C639
2227	A854	B592
2228	A854	C1281
2229	A854	C1292
2230	A854	C1304a
2231	A855	B776
2232	A855	C336
2233	A904	B197
2234	A904	C489
2235	A904	C505
2236	A904	C518
2237	A904	C552
2238	A903	B755
2239	A903	C32
2240	A902	B810
2241	A902	C1084
2242	A901	B286
2243	A901	C1201
2244	A900	B309
2245	A900	C27
2246	A900	C41
2247	A899	B646
2248	A899	C327
2249	A899	C456
2250	A898	B197
2251	A898	C527
2252	A898	C534
2253	A897	B221
2254	A897	C1084
2255	A896	B199
2256	A896	C1153
2257	A895	B800
2258	A895	C1184
2259	A894	B532
2260	A894	C562
2261	A893	B452
2262	A893	C1146
2263	A893	C1150
2264	A892	B397
2265	A892	C243
2266	A892	C244
2267	A892	C446
2268	A892	C448
2269	A891	B559
2270	A891	C1280
2271	A890	B783
2272	A890	C1097
2273	A889	B604
2274	A889	C284
2275	A888	B93
2276	A888	C1108
2277	A887	B385
2278	A887	C1392
2279	A886	B155
2280	A886	C1324
2281	A885	B775
2282	A885	C856
2283	A884	B35
2284	A884	C639
2285	A883	B521
2286	A883	C509
2287	A882	B540
2288	A882	C1084
2289	A881	B842
2290	A881	C1084
2291	A880	B475
2292	A880	C112
2293	A880	C113
2294	A879	B676
2295	A879	C618
2296	A878a	B166
2297	A878a	C1458
2298	A878	B811
2299	A878	C1457
2300	A877	B450
2301	A877	C110
2302	A876	B90
2303	A876	C147
2304	A875	B185
2305	A875	C192
2306	A875	C209
2307	A874	B451
2308	A874	C1209
2309	A873	B841
2310	A873	C1120
2311	A873	C1126
2312	A872	B619
2313	A872	C1166
2314	A872	C1171
2315	A872	C1173
2316	A871	B604
2317	A871	C283
2318	A870	B24
2319	A870	C281
2320	A869	B583
2321	A869	C1447
2322	A869	C1448
2323	A868	B184
2324	A868	C1117
2325	A868	C1120
2326	A867	B676
2327	A867	C461
2328	A866	B107
2329	A866	C1399
2330	A866	C1400
2331	A865	B676
2332	A865	C674
2333	A864	B580
2334	A864	C924
2335	A864	C931
2336	A863	B375
2337	A863	C57
2338	A862	B275
2339	A862	C1181
2340	A862	C1200
2341	A861	B657
2342	A861	C319
2343	A860	B211
2344	A860	C1118
2345	A859	B153
2346	A859	C94
2347	A858	B551
2348	A858	C22
2349	A857	B359
2350	A857	C564
2351	A856	B783
2352	A856	C784
2353	A905	B603
2354	A905	C1245
2355	A906	B273
2356	A906	C345
2357	A906	C358
2358	A906	C370
2359	A907	B536
2360	A907	C1348
2361	A907	C1349
2362	A908	B434
2363	A908	C440
2364	A909	B214
2365	A909	C781
2366	A910	B695
2367	A910	C1116
2368	A911	B290
2369	A911	C1117
2370	A912	B195
2371	A912	C596
2372	A913	B646
2373	A913	C195
2374	A913	C213
2375	A913	C230
2376	A913	C234
2377	A914	B669
2378	A914	C217
2379	A915	B578
2380	A915	C629
2381	A915	C633
2382	A916	B559
2383	A916	C1271
2384	A916a	B166
2385	A916a	C1458
2386	A917	B95
2387	A917	C1146
2388	A918	B540
2389	A918	C1084
2390	A919	B248
2391	A919	C1088
2392	A919	C1089
2393	A919	C1092
2394	A919	C1093
2395	A919	C1094
2396	A920	B4
2397	A920	C864
2398	A920	C870
2399	A921	B161
2400	A921	C1457
2401	A922	B397
2402	A922	C463
2403	A922	C478
2404	A923	B715
2405	A923	C912
2406	A924	B780
2407	A924	C833
2408	A925	B111
2409	A925	C124
2410	A925	C140
2411	A925	C151
2412	A925	C152
2413	A925	C157
2414	A925	C158
2415	A925	C161
2416	A925	C166
2417	A926	B95
2418	A926	C1129
2419	A927	B646
2420	A927	C686
2421	A927	B843
2422	A927	C686
2423	A927	C694
2424	A928	B788
2425	A928	C1219
2426	A929	B804
2427	A929	C1074
2428	A930	B236
2429	A930	C411
2430	A931	B142
2431	A931	C777
2432	A931	B496
2433	A931	C777
2434	A931	C807
2435	A932	B333
2436	A932	C1074
2437	A933	B735
2438	A933	C1337
2439	A934	B828
2440	A934	C1129
2441	A935	B373
2442	A935	C1445
2443	A936	B299
2444	A936	C1156
2445	A936	C1157
2446	A937	B228
2447	A937	C303
2448	A938	B492
2449	A938	C283
2450	A939	B242
2451	A939	C1088
2452	A940	B723
2453	A940	C422
2454	A940	C425
2455	A941	B805
2456	A941	C974
2457	A942	B297
2458	A942	C849
2459	A943	B58
2460	A943	C1080
2461	A944	B320
2462	A944	C1117
2463	A945	B175
2464	A945	C912
2465	A946	B557
2466	A946	C1126
2467	A947	B470
2468	A947	C401
2469	A947	C444
2470	A948	B311
2471	A948	C1120
2472	A949	B236
2473	A949	C189
2474	A950	B584
2475	A950	C178
2476	A950	C378
2477	A950	B771
2478	A950	C568
2479	A951	B340
2480	A951	C512
2481	A951	C1320
2482	A951	C1328
2483	A952	B646
2484	A952	C227
2485	A953	B87
2486	A953	C1455
2487	A954	B452
2488	A954	C1108
2489	A954	C1110
2490	A954	C1115
2491	A954	C1138
2492	A954	C1138a
2493	A954	C1145
2494	A955	B297
2495	A955	C845
2496	A955	C847
2497	A956	B308
2498	A956	C1035
2499	A957	B642
2500	A957	C1084
2501	A958	B701
2502	A958	C1407
2503	A959	B780
2504	A959	C1333
2505	A960	B690
2506	A960	C952
2507	A961	B153
2508	A961	C164
2509	A962	B227
2510	A962	C1129
2511	A962	C1219
2512	A963	B158
2513	A963	C133
2514	A963	C135
2515	A964	B618
2516	A964	C1118
2517	A965	B290
2518	A965	C1117
2519	A966	B49
2520	A966	C144
2521	A967	B352
2522	A967	C930
2523	A968	B26
2524	A968	C990
2525	A969	B103
2526	A969	C1358
2527	A970	B47
2528	A970	C186
2529	A970	C214
2530	A970	C460
2531	A971	B823
2532	A971	C497
2533	A971	C531
2534	A972	B518
2535	A972	C1117
2536	A972	C1120
2537	A973	B559
2538	A973	C1272
2539	A974	B196
2540	A974	C1449
2541	A975	B717
2542	A975	C28
2543	A976	B71
2544	A976	C1312
2545	A976	C1320
2546	A977	B372
2547	A977	C1314
2548	A978	B797
2549	A978	C874
2550	A979	B539
2551	A979	C1078
2552	A980	B797
2553	A980	C876
2554	A981	B180
2555	A981	C1128a
2556	A982	B465
2557	A982	C1306
2558	A982	B549
2559	A982	C1269
2560	A983	B674
2561	A983	C1145
2562	A984	B89
2563	A984	C1088
2564	A985	B49
2565	A985	C813
2566	A985	B123
2567	A985	C139
2568	A985	B195
2569	A985	C968
2570	A985	B363
2571	A985	C905
2572	A985	B671
2573	A985	C821
2574	A985	C822
2575	A985	B782
2576	A985	C817
2577	A985	C819
2578	A986	B270
2579	A986	C934
2580	A986	C943
2581	A987	B438
2582	A987	C1323
2583	A988	B514
2584	A988	C1049
2585	A988	C1072
2586	A989	B304
2587	A989	C434
2588	A989a	B701a
2589	A989a	C180
2590	A990	B782
2591	A990	C776
2592	A991	B366
2593	A991	C781
2594	A991	B789
2595	A991	C781
2596	A991	C784
2597	A992	B793
2598	A992	C83
2599	A993	B796
2600	A993	C522
2601	A994	B615
2602	A994	C276
2603	A995	B256
2604	A995	C1077
2605	A995	C1080
2606	A995	C1081
2607	A995	C1082
2608	A997	B179
2609	A997	C933
2610	A997	C946
2611	A998	B397
2612	A998	C344
2613	A998	C346
2614	A998	C375
2615	A998	C448
2616	A998	C454
2617	A998	C464
2618	A998	C466
2619	A999	B291
2620	A999	C1464
2621	A1000	B762
2622	A1000	C934
2623	A1001	B707
2624	A1001	C557
2625	A1001	C558
2626	A1002	B313
2627	A1002	C888
2628	A1003	B364
2629	A1003	C59
2630	A1003	C905
2631	A1004	B48
2632	A1004	B588
2633	A1004	C1283
2634	A1005	B483
2635	A1005	C385
2636	A1005	C462
2637	A1006	B76
2638	A1006	C1432
2639	A1007	B302
2640	A1007	C784
2641	A1007	C797
2642	A1007	C1150
2643	A1007	B818
2644	A1007	C506
2645	A1008	B397
2646	A1008	C474
2647	A1008	C706
2648	A1009	B64
2649	A1009	C1131
2650	A1009	C1132
2651	A1009	C1215
2652	A1010	B848
2653	A1010	C1084
2654	A1011	B358
2655	A1011	C686
2656	A1012	B267
2657	A1012	B632
2658	A1012	C7
2659	A1013	B397
2660	A1013	C478
2661	A1014	B345
2662	A1014	C469
2663	A1015	B635
2664	A1015	C1117
2665	A1016	B551
2666	A1016	C22
2667	A1017	B344
2668	A1017	C1079
2669	A1018	B743
2670	A1018	C1117
2671	A1018	C1123
2672	A1018	C1130
2673	A1019	B595
2674	A1019	C1154
2675	A1019	C1158
2676	A1019	C1179
2677	A1019	C1190
2678	A1019	C1219
2679	A1020	B250
2680	A1020	B265
2681	A1020	C562
2682	A1021	B195
2683	A1021	C588
2684	A1022	B558
2685	A1022	C627
2686	A1022	C629
2687	A1023	B743
2688	A1023	C1194
2689	A1024	B158
2690	A1024	C133
2691	A1024	C135
2692	A1025	B841
2693	A1025	C1111
2694	A1025	C1135
2695	A1026	B131
2696	A1026	C1337
2697	A1027	B93
2698	A1027	C1187
2699	A1028	B257
2700	A1028	C94
2701	A1028	C99
2702	A1028	C100
2703	A1028	C103
2704	A1028	C118
2705	A1029	B37
2706	A1029	C1367
2707	A1029	C1371
2708	A1030	B66
2709	A1030	C722
2710	A1031	B66
2711	A1031	C722
2712	A1032	B170
2713	A1032	C282
2714	A1033	B122
2715	A1033	C354
2716	A1033	C365
2717	A1034	B21
2718	A1034	C967
2719	A1035	B81
2720	A1035	C1022
2721	A1035	B559
2722	A1035	C1269
2723	A1035	C1271
2724	A1036	B179
2725	A1036	C1350
2726	A1036	B545
2727	A1036	C1298
2728	A1037	B473
2729	A1037	C162
2730	A1037	B522
2731	A1037	C162
2732	A1037	C959
2733	A1037	C967
2734	A1037	C1032
2735	A1037	B767
2736	A1037	C161a
2737	A1038	B642
2738	A1038	C1096
2739	A1039	B293
2740	A1039	C1131
2741	A1040	B208
2742	A1040	C858
2743	A1040	C860
2744	A1040	C862
2745	A1041	B123
2746	A1041	C118
2747	A1042	B445
2748	A1042	C986
2749	A1042	C987
2750	A1042	C1017
2751	A1042	C1019
2752	A1042	C1032
2753	A1042	C1041
2754	A1042	B845
2755	A1042	C1040
2756	A1043	B179
2757	A1043	C933
2758	A1044	B539
2759	A1044	C1076
2760	A1045	B575
2761	A1045	C732
2762	A1046	B396
2763	A1046	C200
2764	A1046	C412
2765	A1047	B476
2766	A1047	C1369
2767	A1048	B719
2768	A1048	C562
2769	A1048	C563
2770	A1048	B839
2771	A1048	C562
2772	A1049	B112
2773	A1049	C1084
2774	A1049	C1088
2775	A1050	B392
2776	A1050	C1053
2777	A1050	C1062
2778	A1050	C1064
2779	A1051	B338
2780	A1051	C392
2781	A1052	B391
2782	A1052	C1464
2783	A1053	B817
2784	A1053	C1024
2785	A1054	B596
2786	A1054	C97
2787	A1055	B646
2788	A1055	C192
2789	A1055	C219
2790	A1056	B671
2791	A1056	C920
2792	A1057	B61
2793	A1057	C253
2794	A1057	C254
2795	A1058	B596
2796	A1058	C199
2797	A1059	B774
2798	A1059	C1117
2799	A1060	B27
2800	A1060	C1045
2801	A1061	B492
2802	A1061	C283
2803	A1062	B680
2804	A1062	C29
2805	A1063	B405
2806	A1063	C687
2807	A1064	B547
2808	A1064	C1325
2809	A1065	B124
2810	A1065	C905
2811	A1065	C933
2812	A1066	B726
2813	A1066	C219
2814	A1067	B289
2815	A1067	C1211
2816	A1068	B703
2817	A1068	C1346
2818	A1069	B740
2819	A1069	C1337
2820	A1069	C1348
2821	A1069	C1350
2822	A1070	B689
2823	A1070	C684
2824	A1070	C744
2825	A1071	B103
2826	A1071	C1360
2827	A1072	B358
2828	A1072	C816
2829	A1073	B433
2830	A1073	C1253
2831	A1073	C1259
2832	A1076	B815
2833	A1076	C83
2834	A1077	B449
2835	A1077	C1185
2836	A1078	B443
2837	A1078	C972
2838	A1079	B583
2839	A1079	C1352
2840	A1080	B24
2841	A1080	C1059
2842	A1080	C1061
2843	A1081	B289
2844	A1081	C1186
2845	A1082	B236
2846	A1082	C363
2847	A1083	B778
2848	A1083	C934
2849	A1084	B436
2850	A1084	C850
2851	A1085	B436
2852	A1085	C847
2853	A1085	C864
2854	A1086	B399
2855	A1086	C1074
2856	A1086	C1138
2857	A1086	C1139
2858	A1087	B89
2859	A1087	C1117
2860	A1088	B540
2861	A1088	C1102
2862	A1089	B596
2863	A1089	C194
2864	A1090	B122
2865	A1090	C355
2866	A1090	B727
2867	A1090	C354
2868	A1091	B362
2869	A1091	C601
2870	A1092	B284
2871	A1092	C1431
2872	A1093	B54
2873	A1093	C1436
2874	A1094	B307
2875	A1094	C827
2876	A1095	B584
2877	A1095	C178
2878	A1095	C378
2879	A1096	B572
2880	A1096	C1440
2881	A1097	B816
2882	A1097	C1117
2883	A1097	C1138
2884	A1098	B783
2885	A1098	C1097
2886	A1099	B410
2887	A1099	C1269
2888	A1099	C1270
2889	A1100	B30
2890	A1100	C858
2891	A1101	B437a
2892	A1101	C1052
2893	A1101	C1071
2894	A1102	B707
2895	A1102	C543
2896	A1102	C549
2897	A1102	C1288
2898	A1103	B664
2899	A1103	C50
2900	A1103	C51
2901	A1103	C53
2902	A1104	B780
2903	A1104	C1335
2904	A1105	B256
2905	A1105	C1079
2906	A1105	C1080
2907	A1105	C1082
2908	A1106	B605
2909	A1106	C1168
2910	A1107	B463
2911	A1107	C1209
2912	A1107	C1217
2913	A1108	B576
2914	A1108	C1117
2915	A1109	B719
2916	A1109	C562
2917	A1110	B44
2918	A1110	C621
2919	A1111	B267
2920	A1111	C7
2921	A1112	B404
2922	A1112	C487
2923	A1113	B556
2924	A1113	C1054
2925	A1114	B687
2926	A1114	C562
2927	A1115	B513
2928	A1115	C7
2929	A1116	B612
2930	A1116	C1157
2931	A1117	B726
2932	A1117	C209
2933	A1118	B31
2934	A1118	C656
2935	A1119	B663
2936	A1119	C148
2937	A1120	B72
2938	A1120	B283
2939	A1120	C340
2940	A1121	B698
2941	A1121	C183
2942	A1122	B641
2943	A1122	C905
2944	A1123	B158
2945	A1123	C173
2946	A1124	B743
2947	A1124	C798
2948	A1125	B816
2949	A1125	C1120
2950	A1126	B221
2951	A1126	C1138
2952	A1127	B841
2953	A1127	C1119
2954	A1127	C1125
2955	A1128	B510
2956	A1128	C1117
2957	A1129	B173
2958	A1129	C583
2959	A1129	C605
2960	A1129	B389
2961	A1129	C458
2962	A1130	B460
2963	A1130	C596
2964	A1131	B435
2965	A1131	C8
2966	A1131	C21
2967	A1131	C26
2968	A1131	C27
2969	A1131	C35
2970	A1132	B701
2971	A1132	C1408
2972	A1133	B647
2973	A1133	C813
2974	A1133	C818
2975	A1134	B157
2976	A1134	C1145
2977	A1135	B479
2978	A1135	C1382
2979	A1136	B710
2980	A1136	C1095
2981	A1137	B234
2982	A1137	C1400
2983	A1138	B695
2984	A1138	C1224
2985	A1139	B683
2986	A1139	C12
2987	A1140	B796
2988	A1140	C1373
2989	A1140	C1374
2990	A1141	B473
2991	A1141	C116
2992	A1142	B591
2993	A1142	C1206
2994	A1142	C1207
2995	A1143	B300
2996	A1143	C1177
2997	A1144	B455
2998	A1144	C946
2999	A1145	B540
3000	A1145	C1094a
3001	A1146	B473
3002	A1146	C656
3003	A1147	B803
3004	A1147	C1183
3005	A1148	B697
3006	A1148	C1074
3007	A1149	B136
3008	A1149	C1117
3009	A1150	B840
3010	A1150	C1187
3011	A1151	B296
3012	A1151	C589
3013	A1152	B458
3014	A1152	C786
3015	A1152	C787
3016	A1152	B812
3017	A1152	C784
3018	A1152	C1302
3019	A1153	B6
3020	A1153	C395
3021	A1153	C402
3022	A1154	B76
3023	A1154	C1430
3024	A1155	B309
3025	A1155	C39
3026	A1156	B68
3027	A1156	C926
3028	A1157	B703
3029	A1157	C501
3030	A1157	C515
3031	A1157	C1311
3032	A1157	C1325
3033	A1158	B849
3034	A1158	C1233
3035	A1159	B104
3036	A1159	C1410
3037	A1160	B39
3038	A1160	C1206
3039	A1161	B353
3040	A1161	C437
3041	A1161	C442a
3042	A1162	B714
3043	A1162	C973
3044	A1163	B396
3045	A1163	C745
3046	A1164	B783
3047	A1164	C1097
3048	A1165	B160
3049	A1165	C881
3050	A1166	B783
3051	A1166	C1096
3052	A1166	C1097
3053	A1167	B749
3054	A1167	C1343
3055	A1167	C1345
3056	A1168	B495
3057	A1168	C1359
3058	A1168	C1360
3059	A1169	B351
3060	A1169	C1439
3061	A1170	B841
3062	A1170	C1111
3063	A1171	B628
3064	A1171	C1147
3065	A1172	B69
3066	A1172	C1168
3067	A1173	B408
3068	A1173	C1250
3069	A1174	B469
3070	A1174	C283
3071	A1175	B94
3072	A1175	C1365
3073	A1176	B749
3074	A1176	C1159
3075	A1177	B129
3076	A1177	B260a
3077	A1177	C22
3078	A1178	B23
3079	A1178	C418
3080	A1179	B708
3081	A1179	C136
3082	A1179	C1145
