id	source	target
1558	B342	C1139
1559	B342	C1186
1560	B343	A2108
1561	B343	C757
1562	B344	A1017
1563	B344	A2194
1564	B344	C1079
1565	B344	C1107
1566	B345	A70
1567	B345	A306
1568	B345	A567
1569	B345	A1014
1570	B345	A1961
1571	B345	C84
1572	B345	C469
1573	B345	C473
1574	B345	C790
1575	B346	A1410
1576	B346	C448
1577	B346	C452
1578	B346	C726
1579	B346	C730
1580	B346	C733
1581	A1348	B712
1582	A1348	C1206
1583	A1349	B332
1584	A1349	C1118
1585	A1349	C1121
1586	A1349	C1125
1587	A1350	B438
1588	A1350	C1327
1589	A1351	B203
1590	A1351	C488
1591	A1351	C576
1592	A1351	B501
1593	A1351	C72
1594	A1351	C87
1595	A1351	C264
1596	A1351	C272
1597	A1351	B512
1598	A1351	C72
1599	A1351	C87
1600	A1351	C260
1601	A1351	C264
1602	A1351	C272
1603	A1351	C424
1604	A1351	C445
1605	A1351	C469
1606	A1351	C488
1607	A1351	C493
1608	A1351	C494
1609	A1351	C711
1610	A1352	B203
1611	A1352	B501
1612	A1352	B512
1613	A1353	B512
1614	A1353	C517
1615	A1353	C541
1616	A1353	C547
1617	A1353	C597
1618	A1354	B475
1619	A1354	C108
1620	A1354	C114
1621	A1355	B690
1622	A1355	C952
1623	A1356	B603
1624	A1356	C1241
1625	A1356	C1245
1626	A1357	B160
1627	A1357	C880
1628	A1357	C889
1629	A1358	B496
1630	A1358	C807
1631	A1359	B488
1632	A1359	C853
1633	A1359	C861
1634	A1359	C864
1635	A1359	C870
1636	A1360	B196
1637	A1360	C1446
1638	A1361	B695
1639	A1361	C1147
1640	A1362	B265
1641	A1362	B393
1642	A1362	C562
1643	A1362	C563
1644	A1363	B98
1645	A1363	C427
1646	A1364	B728
1647	A1364	C905
1648	A1365	B236
1649	A1365	C94
1650	A1365	C381
1651	A1365	C385
1652	A1365	C409
1653	A1366	B610
1654	A1366	C1157
1655	A1367	B642
1656	A1367	C1108
1657	A1367	C1112
1658	A1368	B821
1659	A1368	C99
1660	A1368	C389
1661	A1368	C404
1662	A1369	B179
1663	A1369	C934
1664	A1370	B177
1665	A1370	C814
1666	A1371	B524
1667	A1371	C1444
1668	A1372	B57
1669	A1372	C660
1670	A1373	B475
1671	A1373	C836
1672	A1373	B777
1673	A1373	C869
1674	A1374	B470
1675	A1374	C529
1676	A1374	B473
1677	A1374	C553
1678	A1375	B503
1679	A1375	C757
1680	A1376	B109
1681	A1376	C441
1682	A1377	B85
1683	A1377	C1288
1684	A1378	B93
1685	A1378	C1187
1686	A1379	B111
1687	A1379	C124
1688	A1379	C140
1689	A1379	C151
1690	A1379	C152
1691	A1379	C157
1692	A1379	C158
1693	A1379	C161
1694	A1379	C166
1695	A1380	B111
1696	A1380	C436
1697	A1380	C437
1698	A1381	B297
1699	A1381	C840
1700	A1382	B297
1701	A1382	C840
1702	A1383	B125
1703	A1383	C1131
1704	A1384	B515
1705	A1384	C1454
1706	A1385	B730
1707	A1385	C1084
1708	A1386	B823
1709	A1386	C506
1710	A1386	C815
1711	A1387	B651
1712	A1387	C1029
1713	A1388	B460
1714	A1388	C74
1715	A1389	B716
1716	A1389	C209
1717	B437a	A1101
1718	B437a	C1052
1719	B437a	C1071
1720	B438	A987
1721	B438	A1350
1722	B438	C1323
1723	B438	C1327
1724	B439	A348
1725	B439	A1589
1726	B440	A2123
1727	B440	C752
1728	B441	A190
1729	B441	A1462
1730	B441	A1522
1731	B441	A1727
1732	B441	C1110
1733	B441	C1115
1734	B441	C1119
1735	B441	C1224
1736	B442	A490
1737	B442	A736
1738	B442	A1496
1739	B442	A1502
1740	B442	A2189
1741	B442	C1117
1742	B442	C1119
1743	B442	C1134
1744	B442	C1138
1745	B442	C1220
1746	B442	C1221
1747	B443	A162
1748	B443	A545
1749	B443	A1078
1750	B443	A1745
1751	B443	C276
1752	B443	C283
1753	B443	C287
1754	B443	C291
1755	B443	C294
1756	B443	C972
1757	B444	A794
1758	B444	A1453
1759	B444	A1633
1760	B444	A1716
1761	B444	A1909
1762	B444	C7
1763	B444	C20
1764	B444	C23
1765	B444	C37a
1766	B445	A1042
1767	B445	C986
1768	B445	C987
1769	B445	C1017
1770	B445	C1019
1771	B445	C1032
1772	B445	C1041
1773	B446	A1195
1774	B446	C1463
1775	B447	A1188
1776	B447	C1461
1777	B448	A252
1778	B448	C575
1779	B449	A1077
1780	B449	A2192
1781	B449	C1131
1782	B449	C1133
1783	B449	C1185
1784	B449	C1215
1785	B449	C1216
1786	B449	C1221
1787	B449	C1223
1788	B449	C1224
1789	B450	A877
1790	B450	C110
1791	B451,	A105
1792	B451,	A356a
1793	B451,	A556
1794	B451,	A647
1795	B451,	A874
1796	B451,	A1469
1797	B451,	C1129
1798	B451,	C1159
1799	B451,	C1170
1800	B451,	C1185
1801	B451,	C1201
1802	B451,	C1209
1803	B451,	C1210
1804	B452	A16
1805	B452	A837
1806	B452	A893
1807	B452	A954
1808	B452	A1409
1809	B452	A1454
1810	B452	A1640
1811	B452	C785
1812	B452	C1095
1813	B452	C1108
1814	B452	C1109
1815	B452	C1110
1816	B452	C1115
1817	B452	C1118
1818	B452	C1138
1819	B452	C1138a
1820	B452	C1143
1821	B452	C1145
1822	B452	C1146
1823	B452	C1147
1824	B452	C1149a
1825	B452	C1150
1826	B452	C1225
1827	B452	C1260
1828	B453	A1767
1829	B453	A1888
1830	B453	C1154
1831	B453	C1157
1832	B454	A522
1833	B454	A1345
1834	B454	A1517
1835	B454	A1830
1836	B454	C283
1837	B454	C286
1838	B454	C290
1839	B454	C325
1840	B455	A1895
1841	B455	C1119
1842	B455a	A1144
1843	B455a	C946
1844	B456	A682
1845	B456	A1597
1846	B456	A2138
1847	B456	C65
1848	B456	C69
1849	B456	C72
1850	B456	C164
1851	B457,	A1271
1852	B457,	A1466
1853	B457,	C341
1854	B457,	C1068
1855	B458	A1152
1856	B458	C786
1857	B458	C787
1858	B459,	A187
1859	B459,	C354
1860	B460	A186
1861	B460	A1130
1862	B460	A1229
1863	B460	A1388
1864	B460	C74
1865	B460	C378
1866	B460	C596
1867	B460	C788
1868	B461	A1214
1869	B461	A2050
1870	B461	C1029
1871	B461	C1039
1872	B462	A369
1873	B462	A2152
1874	B462	C568
1875	B462	C1314
1876	B463	A1107
1877	B463	C1209
1878	B463	C1217
1879	B464	A1983
1880	B464	A2079
1881	B464	C1118
1882	B464	C1119
1883	B464	C1128
1884	B465	A982
1885	B465	C1306
1886	A905	B603
1887	A905	C1245
1888	A906	B273
1889	A906	C345
1890	A906	C358
1891	A906	C370
1892	A907	B536
1893	A907	C1348
1894	A907	C1349
1895	A908	B434
1896	A908	C440
1897	A909	B214
1898	A909	C781
1899	A910	B695
1900	A910	C1116
1901	A911	B290
1902	A911	C1117
1903	A912	B195
1904	A912	C596
1905	A913	B646
1906	A913	C195
1907	A913	C213
1908	A913	C230
1909	A913	C234
1910	A914	B669
1911	A914	C217
1912	A915	B578
1913	A915	C629
1914	A915	C633
1915	A916	B559
1916	A916	C1271
1917	A916a	B166
1918	A916a	C1458
1919	A917	B95
1920	A917	C1146
1921	A918	B540
1922	A918	C1084
1923	A919	B248
1924	A919	C1088
1925	A919	C1089
1926	A919	C1092
1927	A919	C1093
1928	A919	C1094
1929	A920	B4
1930	A920	C864
1931	A920	C870
1932	A921	B161
1933	A921	C1457
1934	A922	B397
1935	A922	C463
1936	A922	C478
1937	A923	B715
1938	A923	C912
1939	A924	B780
1940	A924	C833
1941	A925	B111
1942	A925	C124
1943	A925	C140
1944	A925	C151
1945	A925	C152
1946	A925	C157
1947	A925	C158
1948	A925	C161
1949	A925	C166
1950	A926	B95
1951	A926	C1129
1952	A927	B646
1953	A927	C686
1954	A927	B843
1955	A927	C686
1956	A927	C694
1957	A928	B788
1958	A928	C1219
1959	A929	B804
1960	A929	C1074
1961	A930	B236
1962	A930	C411
1963	A931	B142
1964	A931	C777
1965	A931	B496
1966	A931	C777
1967	A931	C807
1968	A932	B333
1969	A932	C1074
1970	A933	B735
1971	A933	C1337
1972	A934	B828
1973	A934	C1129
1974	A935	B373
1975	A935	C1445
1976	A936	B299
1977	A936	C1156
1978	A936	C1157
1979	A937	B228
1980	A937	C303
1981	A938	B492
1982	A938	C283
1983	A939	B242
1984	A939	C1088
1985	A940	B723
1986	A940	C422
1987	A940	C425
1988	A941	B805
1989	A941	C974
1990	A942	B297
1991	A942	C849
1992	A943	B58
1993	A943	C1080
1994	A944	B320
1995	A944	C1117
1996	A945	B175
1997	A945	C912
1998	A946	B557
1999	A946	C1126
2000	A947	B470
2001	A947	C401
2002	A947	C444
2003	A627	B602
2004	A627	C328
2005	A628	B696
2006	A628	C364
2007	A628	C471
2008	A629	B348
2009	A629	C479
2010	A629	C510
2011	A629	C516
2012	A630	B31
2013	A630	C660
2014	A631	B68
2015	A631	C1294
2016	A631	B843
2017	A631	C698
2018	A632	B135
2019	A632	C1376
2020	A632	C1378
2021	A633	B204
2022	A633	C1052
2023	A633	C1056
2024	A633	C1069
2025	A633	C1070
2026	A633	C1071
2027	A634	B361
2028	A634	C1457
2029	A635	B179
2030	A635	C933
2031	A636	B494
2032	A636	C192
2033	A636	C219
2034	A636	C222
2035	A636	C231
2036	A637	B355
2037	A637	C660
2038	A637	C667
2039	A638	B475
2040	A638	C93
2041	A638	C905
2042	A639	B318
2043	A639	C998
2044	A640	B197
2045	A640	C554
2046	A641	B126
2047	A641	C1359
2048	A642	B253
2049	A642	C784
2050	A643	B334
2051	A643	C1285
2052	A644	B433
2053	A644	C490
2054	A644	C492
2055	A645	B379
2056	A645	C627
2057	A646	B663
2058	A646	C170
2059	A647	B451
2060	A647	C1159
2061	A648	B479
2062	A648	C412
2063	A648	B663
2064	A648	C96
2065	A648	C99
2066	A648	C131
2067	A648	C142
2068	A649	B179
2069	A649	B569
2070	A649	C939
2071	A650	B357
2072	A650	C933
2073	A651	B44
2074	A651	C621
2075	A652	B358
2076	A652	C809
2077	A652	C822
2078	A653	B812
2079	A653	C1299
2080	A654	B812
2081	A654	C1417
2082	A655	B418
2083	A655	C1464
2084	A656	B661
2085	A656	C1303
2086	A657	B733
2087	A657	C259
2088	A658	B47
2089	A658	C1020
2090	A659	B323
2091	A659	C933
2092	A660	B284
2093	A660	C1428
2094	A661	B197
2095	A661	C482
2096	A662	B303
2097	A662	C1177
2098	A663	B491
2099	A663	B645
2100	A663	C660
2101	A664	B179
2102	A664	C933
2103	A665	B673
2104	A665	C774
2105	A666	B473
2106	A666	C153
2107	A667	B269
2108	A667	C144
2109	A667	C148
2110	A668	B180
2111	A668	C1177
2112	A669	B487
2113	A669	C657
2114	A669	C658
2115	A670	B563
2116	A670	C771
2117	A671	B552
2118	A671	C1351
2119	A672	B552
2120	A672	C1204
2121	A1432	B352
2122	A1432	C779
2123	A1433	B172
2124	A1433	C627
2125	A1434	B475
2126	A1434	C734
2127	A1435	B136
2128	A1435	C1190
2129	A1435	C1192
2130	A1435	C1193
2131	A1436	B510
2132	A1436	C838
2133	A1437	B634
2134	A1437	C996
2135	A1438	B61
2136	A1438	C969
2137	A1439	B94
2138	A1439	C1319
2139	A1440	B304
2140	A1440	C429
2141	A1440	B727
2142	A1440	C429
2143	A1440	B814
2144	A1440	C429
2145	A1440	C430
2146	A1441	B150
2147	A1441	C1226
2148	A1442	B500
2149	A1442	C995
2150	A1442	C997
2151	A1442	C1342
2152	A1443	B436
2153	A1443	C864
2154	A1444	B234
2155	A1444	C1400
2156	A1445	B800
2157	A1445	C1145
2158	A1446	B746
2159	A1446	C1145
2160	A1447	B333
2161	A1447	C1147
2162	A1447	C1152
2163	A1448	B615
2164	A1448	C323
2165	A1449	B730
2166	A1449	C1084
2167	A1450	B28
2168	A1450	C788
2169	A1450	C798
2170	A1450	C801
2171	A1450	C802
2172	A1451	B130
2173	A1451	C1072
2174	A1452	B787
2175	A1452	C1455
2176	A1453	B444
2177	A1453	C23
2178	A1454	B452
2179	A1454	C785
2180	A1454	C1109
2181	A1454	C1260
2182	A1455	B326
2183	A1455	C1451
2184	A1455	C1452
2185	A1455	C1453
2186	A1456	B782
2187	A1456	C1464
2188	A1457	B377
2189	A1457	C1457
2190	A1458	B202
2191	A1458	C1084
2192	A1459	B545
2193	A1459	C933
2194	A1460	B224
2195	A1460	C118
2196	A1460	B663
2197	A1460	C126
2198	A1461	B782
2199	A1461	C88
2200	A1462	B441
2201	A1462	C1115
2202	A1463	B186
2203	A1463	C1108
2204	A1463	C1111
2205	A1464	B309
2206	A1464	C39
2207	A1465	B288
2208	A1465	B599
2209	A1465	C1457
2210	A1466	B457
2211	A1466	C341
2212	A1467	B145
2213	A1467	C118
2214	A1467	C386
2215	A1467	C767
2216	A1468	B284
2217	A1468	C1430
2218	A1967	B229
2219	A1967	C94
2220	A1967	C103
2221	A1967	C111
2222	A1967	C118
2223	A1967	C141
2224	A1967	C385
2225	A1967	C389
2226	A1967	C391
2227	A1968	B676
2228	A1968	C624
2229	A1969	B26
2230	A1969	C468
2231	A1969	B647
2232	A1969	C831
2233	A1970	B511
2234	A1970	C22
2235	A1971	B632
2236	A1971	C22
2237	A1972	B160
2238	A1972	C885
2239	A1973	B116
2240	A1973	C1184
2241	A1973	C1186
2242	A1974	B177
2243	A1974	C556
2244	A1975	B102
2245	A1975	C722
2246	A1975	C723
2247	A1975	C724
2248	A1976	B473
2249	A1976	C62
2250	A1977	B377
2251	A1977	C1457
2252	A1978	B308
2253	A1978	C905
2254	A1979	B483
2255	A1979	C379
2256	A1980	B550
2257	A1980	C243
2258	A1980	C244
2259	A1981	B218
2260	A1981	C1177
2261	A1982	B801
2262	A1982	C1381
2263	A1983	B464
2264	A1983	C1128
2265	A1984	B396
2266	A1984	C765
2267	A1985	B678
2268	A1985	C682
2269	A1986	B104
2270	A1986	C1393
2271	A1987	B377
2272	A1987	C1457
2273	A1988	B680
2274	A1988	C905
2275	A1989	B143
2276	A1989	C752
2277	A1990	B683
2278	A1990	C2
2279	A1991	B654
2280	A1991	C508
2281	A1992	B196
2282	A1992	C1446
2283	A1993	B763
2284	A1993	C101
2285	A1993	C112
2286	A1993	C114
2287	A1993	C126
2288	A1993	C128
2289	A1993	C142
2290	A1994	B639
2291	A1994	C176
2292	A1994	C282
2293	A1995	B368
2294	A1995	C1177
2295	A1996	B44
2296	A1996	C600
2297	A1997	B201
2298	A1997	C435
2299	A1998	B833
2300	A1998	C75
2301	A1998	C76
2302	A1998	C83
2303	A1999	B319
2304	A1999	C627
2305	A2000	B21
2306	A2000	C972
2307	A2001	B22
2308	A2001	C1158
2309	A2002	B111
2310	A2002	C168
2311	A2002	C169
2312	A2003	B622
2313	A2003	C1318
2314	A2003	C1328
2315	A2004	B398
2316	A2004	C982
2317	A2004	C995
2318	A2004	C1002
2319	A2005	B573
2320	A2005	C433
2321	A2006	B573
2322	A2006	C431
2323	A2006	C433
2324	A2007	B573
2325	A2007	C432
2326	A2007	C433
2327	B580	A290
2328	B580	A508
2329	B580	A740
2330	B580	A864
2331	B580	C919
2332	B580	C922
2333	B580	C924
2334	B580	C931
2335	B580	C960
2336	B580	C994
2337	B580	C1001
2338	B580a	A616
2339	B580a	C877
2340	B580a	C900
2341	B581	A444
2342	B581	A1221
2343	B581	A1418
2344	B581	A2132
2345	B581	C51
2346	B581	C53
2347	B581	C57
2348	B582	A72
2349	B582	A1489
2350	B582	C144
2351	B582	C486
2352	B583	A869
2353	B583	A1079
2354	B583	A1244
2355	B583	C1042
2356	B583	C1352
2357	B583	C1385
2358	B583	C1447
2359	B583	C1448
2360	B584	A950
2361	B584	A1095
2362	B584	C178
2363	B584	C378
2364	B585	A1567
2365	B585	C1462
2366	B586	A1248
2367	B586	C983
2368	B586	C984
2369	B586	C1004
2370	B587	A800
2371	B587	C1177
2372	B588	A52
2373	B588	A1004
2374	B588	A1578
2375	B588	A1695
2376	B588	A2113
2377	B588	C1283
2378	B589	A1571
2379	B589	C702
2380	B589	C977
2381	B590	A778
2382	B590	C933
2383	B591	A1142
2384	B591	A1239
2385	B591	A1717
2386	B591	C902
2387	B591	C1150
2388	B591	C1206
2389	B591	C1207
2390	B592	A47
2391	B592	A854
2392	B592	C1281
2393	B592	C1291
2394	B592	C1292
2395	B592	C1304a
2396	B593	A149
2397	B593	A1851
2398	B593	C905
2399	B593	C973
2400	B593	C987
2401	B593	C994
2402	B593	C1001
2403	B594	A1218
2404	B594	A1566
2405	B594	C1157
2406	B594	C1160
2407	B594	C1192
2408	B595	A1019
2409	B595	C1154
2410	B595	C1158
2411	B595	C1179
2412	B595	C1190
2413	B595	C1219
2414	B596	A279
2415	B596	A692
2416	B596	A741
2417	B596	A1054
2418	B596	A1058
2419	B596	A1089
2420	B596	A1406
2421	B596	A1548
2422	B596	A1729
2423	B596	A1744
2424	B596	A1785
2425	B596	A1802
2426	B596	A1893
2427	B596	C97
2428	B596	C145
2429	B596	C178
2430	B596	C188
2431	B596	C192
2432	B596	C194
2433	B596	C196
2434	B596	C199
2435	B596	C200
2436	B596	C202
2437	B596	C203
2438	B596	C208
2439	B596	C209
2440	B596	C210
2441	B596	C213
2442	B596	C216
2443	B596	C225
2444	B596	C226
2445	B596	C228
2446	B596	C433
2447	B596	C448
2448	B597	A1824
2449	B597	C34
2450	B598	A537
2451	B598	A795
2452	B598	A1232
2453	B598	A1926
2454	B598	A2188
2455	B598	C163
2456	B598	C378
2457	B598	C380
2458	B598	C384
2459	B598	C490
2460	B598	C498
2461	B598	C551
2462	B599	A1465
2463	B599	A1676
2464	B599	C1457
2465	B600	A267
2466	B600	A577
2467	B600	A1194
2468	B600	A1537
2469	B600	C1420
2470	B600	C1436
2471	B600	C1464
2472	B601	A533
2473	B601	C1030
2474	B602	A627
2475	B602	A2122
2476	B602	C328
2477	B602	C330
2478	B603	A125
2479	B603	A126
2480	B603	A797
2481	B603	A823
2482	B603	A905
2483	B603	A1356
2484	B603	A1934
2485	B603	C883
2486	B603	C1095
2487	B603	C1185
2488	B603	C1229
2489	B603	C1237
2490	B603	C1241
2491	B603	C1242
2492	B603	C1245
2493	B603	C1246
2494	A229	B140
2495	A229	C905
2496	A229	B502
2497	A229	C9
2498	A229	C86
2499	A230	B251
2500	A230	C826
2501	A230	C895
2502	A231	B685
2503	A231	C152
2504	A231a	B701a
2505	A231a	C202a
2506	A232	B475
2507	A232	C862
2508	A234	B166
2509	A234	C1457
2510	A235	B73
2511	A235	C45
2512	A236	B7
2513	A236	C917
2514	A236	C933
2515	A237	B271
2516	A237	C909
2517	A238	B173
2518	A238	C580
2519	A239	B803
2520	A239	C1202
2521	A240	B563
2522	A240	C424
2523	A241	B391
2524	A241	C999
2525	A242	B525
2526	A242	C39
2527	A243	B776
2528	A243	C77
2529	A243	C92
2530	A243	C975
2531	A244	B214
2532	A244	C621
2533	A245	B312
2534	A245	C109
2535	A246	B312
2536	A246	C106
2537	A247	B164
2538	A247	C757
2539	A249	B22
2540	A249	C1172
2541	A250	B132
2542	A250	C991
2543	A251	B216
2544	A251	C132
2545	A252	B448
2546	A252	C575
2547	A253	B74
2548	A253	B216
2549	A253	C241
2550	A254	B676
2551	A254	C796a
2552	A255	B717
2553	A255	C39
2554	A255	C41
2555	A256	B753
2556	A256	C306
2557	A257	B831
2558	A257	C508
2559	A258	B305
2560	A258	C7
2561	A259	B579
2562	A259	C1079
2563	A259	C1080
2564	A259	C1081
2565	A259	C1082
2566	A260	B426
2567	A260	C1079
2568	A260	C1080
2569	A260	C1081
2570	A260	C1082
2571	A261	B488
2572	A261	C849
2573	A261	C850
2574	A261	C856
2575	A261	C860
2576	A261	C869
2577	A261	B647
2578	A261	C869
2579	A262	B47
2580	A262	C540
2581	A263	B646
2582	A263	C192
2583	A263	C223
2584	A263	C342
2585	A264	B35
2586	A264	C639
2587	A264	C640
2588	A264	B183
2589	A264	B537
2590	A264	C562
2591	A265	B259
2592	A265	C952
2593	A266	B734
2594	A266	C693
2595	A267	B600
2596	A267	C1436
2597	A268	B190
2598	A268	C484
2599	A269	B158
2600	A269	C133
2601	A269	C135
2602	A270	B239
2603	A270	C1268
2604	A271	B118
2605	A271	C1446
2606	A271	C1454
2607	A272	B50
2608	A272	C1359
2609	A273	B114
2610	A273	C352
2611	A273	C426
2612	A273	C575
2613	A273	C824
2614	A273	C831
2615	A274	B87
2616	A274	C1458
2617	A400	B311
2618	A400	C1179
2619	A400	C1182
2620	A401	B849
2621	A401	C1087
2622	A402	B236
2623	A402	C178
2624	A403	B332
2625	A403	C1110
2626	A403	C1138a
2627	A404	B306
2628	A404	C858
2629	A405	B190
2630	A405	C480
2631	A406	B630
2632	A406	C601
2633	A407	B531
2634	A407	C599
2635	A408	B626
2636	A408	C94
2637	A409	B780
2638	A409	C1452
2639	A410	B4
2640	A410	C870
2641	A411	B42
2642	A411	C1192
2643	A412	B656
2644	A412	C343
2645	A412	C354
2646	A412	C372
2647	A413	B496
2648	A413	C777
2649	A413	C807
2650	A414	B308
2651	A414	C920
2652	A415	B158
2653	A415	C133
2654	A415	C135
2655	A416	B668
2656	A416	C397
2657	A417	B753
2658	A417	C1174
2659	A417	C1176
2660	A418	B634
2661	A418	C995
2662	A418	C997
2663	A419	B574
2664	A419	C27
2665	A419	C37
2666	A419	C38
2667	A420	B630
2668	A420	C572
2669	A421	B7
2670	A421	C933
2671	A422	B712
2672	A422	C1206
2673	A423	B726
2674	A423	C200
2675	A424	B808
2676	A424	C1446
2677	A425	B146
2678	A425	C905
2679	A426	B544
2680	A426	C661
2681	A426	B571
2682	A426	C656
2683	A426	C659
2684	A427	B801
2685	A427	C1131
2686	A428	B197
2687	A428	C1287
2688	A428	C1295
2689	A429	B38
2690	A429	C1218
2691	A430	B18
2692	A430	C904
2693	A431	B516
2694	A431	C34
2695	A432	B63
2696	A432	C1236
2697	A433	B123
2698	A433	C218
2699	A434	B146
2700	A434	C912
2701	A434	C922
2702	A435	B844
2703	A435	C592
2704	A436	B700
2705	A436	C608
2706	A437	B337
2707	A437	C1089
2708	A437	C1091
2709	A437	C1094
2710	A438	B62
2711	A438	C1032
2712	A438	C1341
2713	A439	B180
2714	A439	C1143
2715	A440	B99
2716	A440	C140
2717	A441	B315
2718	A441	C23
2719	A441	C77
2720	A442	B529
2721	A442	C45
2722	A443	B849
2723	A443	C1087
2724	A444	B581
2725	A444	C51
2726	A445	B197
2727	A445	C552
2728	A446	B284
2729	A446	C1436
2730	A447	B8
2731	A447	C262
2732	A447	C265
2733	A448	B807
2734	A448	C920
2735	B106	A65
2736	B106	C65
2737	B106	C68
2738	B107	A866
2739	B107	A1509
2740	B107	C1399
2741	B107	C1400
2742	B108	A21
2743	B108	C1050
2744	B109	A1376
2745	B109	C441
2746	B110	A2013
2747	B110	C675
2748	B111	A925
2749	B111	A1037
2750	B111	A1379
2751	B111	A1380
2752	B111	A2002
2753	B111	C124
2754	B111	C140
2755	B111	C151
2756	B111	C152
2757	B111	C157
2758	B111	C158
2759	B111	C161
2760	B111	C166
2761	B111	C168
2762	B111	C169
2763	B111	C436
2764	B111	C437
2765	B111	C439
2766	B112	A64a
2767	B112	A608
2768	B112	A787
2769	B112	A1049
2770	B112	A1401
2771	B112	A1673
2772	B112	A1930
2773	B112	C1084
2774	B112	C1088
2775	B112	C1095
2776	B112	C1108
2777	B112	C1157
2778	B112	C1168
2779	B112	C1176
2780	B112	C1178
2781	B112	C1247
2782	B113	A1303
2783	B113	A1870
2784	B113	C251
2785	B113	C464
2786	B113	C465
2787	B113	C729
2788	B114	A273
2789	B114	C352
2790	B114	C426
2791	B114	C575
2792	B114	C824
2793	B114	C831
2794	B115	A680
2795	B115	A2114
2796	B115	C342
2797	B116	A1223
2798	B116	A1973
2799	B116	A2129
2800	B116	C792
2801	B116	C1184
2802	B116	C1186
2803	B116	C1395
2804	B116	C1409
2805	B117	A106
2806	B117	A1690
2807	B117	C873
2808	B117	C875
2809	B117	C876
2810	B118	A271
2811	B118	C1446
2812	B118	C1454
2813	B119	A286
2814	B119	A298
2815	B119	C1455
2816	B120	A300
2817	B120	C1456
2818	B121	A2083
2819	B121	C1380
2820	B122	A463
2821	B122	A1033
2822	B122	A1090
2823	B122	A1577
2824	B122	A2074
2825	B122	C348
2826	B122	C354
2827	B122	C355
2828	B122	C365
2829	B122	C367
2830	B122	C444
2831	B123	A167
2832	B123	A199
2833	B123	A337
2834	B123	A433
2835	B123	A985
2836	B123	A1041
2837	B123	A2084
2838	B123	C118
2839	B123	C133
2840	B123	C136
2841	B123	C137
2842	B123	C139
2843	B123	C174
2844	B123	C218
2845	B123	C762
2846	B123	C763
2847	B124	A1065
2848	B124	A1619
2849	B124	C777
2850	B124	C905
2851	B124	C933
2852	B125	A15
2853	B125	A382
2854	B125	A1237
2855	B125	A1383
2856	B125	A1899
2857	B125	C1084
2858	B125	C1112
2859	B125	C1116
2860	B125	C1131
2861	B125	C1132
2862	B125	C1149
2863	B126	A641
2864	B126	A707
2865	B126	A1529
2866	B126	A1882
2867	B126	C383
2868	B126	C753
2869	B126	C1308
2870	B126	C1321
2871	B126	C1328
2872	B126	C1329
2873	B126	C1359
2874	B127	A852
2875	B127	C836
2876	B127	C869
2877	B128	A742
2878	B128	C982
2879	B128	C995
2880	B129	A336
2881	B129	A1177
2882	B129	A2044
2883	B129	C22
2884	B129	C33
2885	B129	C67
2886	B130	A1451
2887	B130	C1072
2888	B131	A1026
2889	B131	C1337
2890	B132	A250
2891	B132	C991
2892	B133	A1425a
2893	B133	A1651
2894	B133	A1752
2895	B133	C1117
2896	B133	C1120
2897	B133	C1149a
2898	B134	A2056
2899	B134	C1158
2900	A1696	B63
2901	A1696	C1127
2902	A1696	C1129
2903	A1696	C1209
2904	A1697	B517
2905	A1697	C536
2906	A1697	C542
2907	A1697	C546
2908	A1698	B261
2909	A1698	C673
2910	A1698	C699
2911	A1699	B479
2912	A1699	C1376
2913	A1700	B73
2914	A1700	C51
2915	A1700	C53
2916	A1701	B429
2917	A1701	C1373
2918	A1701	C1374
2919	A1702	B699
2920	A1702	C1209
2921	A1703	B347
2922	A1703	C57
2923	A1704	B333
2924	A1704	C1120
2925	A1705	B53
2926	A1705	C702
2927	A1705	C712
2928	A1706	B24
2929	A1706	C1026
2930	A1707	B743
2931	A1707	C1129
2932	A1708	B35
2933	A1708	C651a
2934	A1708	B519
2935	A1708	C452
2936	A1708	B744
2937	A1708	C733
2938	A1709	B745
2939	A1709	C1060
2940	A1710	B257
2941	A1710	C94
2942	A1710	C99
2943	A1710	C100
2944	A1710	C103
2945	A1710	C118
2946	A1711	B196
2947	A1711	C1454
2948	A1712	B636
2949	A1712	C502
2950	A1713	B29
2951	A1713	C1441
2952	A1714	B10
2953	A1714	C649
2954	A1715	B579
2955	A1715	C1094
2956	A1715	C1095
2957	A1715	C1106
2958	A1716	B444
2959	A1716	C7
2960	A1717	B591
2961	A1717	C902
2962	A1717	C1206
2963	A1718	B788
2964	A1718	C1183
2965	A1719	B659
2966	A1719	C1285
2967	A1720	B309
2968	A1720	C47
2969	A1720	C54
2970	A1721	B843
2971	A1721	C694
2972	A1722	B235
2973	A1722	C1129
2974	A1723	B211
2975	A1723	C1179
2976	A1724	B778
2977	A1724	C934
2978	A1725	B179
2979	A1725	C933
2980	A1726	B841
2981	A1726	C1121
2982	A1727	B441
2983	A1727	C1224
2984	A1728	B186
2985	A1728	C1106
2986	A1729	B596
2987	A1729	C200
2988	A1729	C210
2989	A1730	B219
2990	A1730	C297
2991	A1731	B476
2992	A1731	C762
2993	A1732	B347
2994	A1732	C45
2995	A1733	B284
2996	A1733	C1427
2997	A1734	B473
2998	A1734	C107
2999	A1734a	B259a
3000	A1734a	C563
3001	A1735	B284
3002	A1735	C1431
3003	A1736	B327
3004	A1736	C1120
3005	A1736	C1123
